,Sex,Age,Education,Food,MeanConsumption_total,5PercentileConsumption,50PercentileConsuption,95PercentileConsumption,ConsumptionDays,MeanConsumptiononConsumptionDays,5percentileConsumptiondays,50percentileConsumptiondays,95percentileConsumptiondays
13285,Male,14 to 18 years,Education: lower,1503. Spices,,,,,,,,,
13286,Female,14 to 18 years,Education: lower,1503. Spices,,,,,,,,,
13287,Total male and female,19 to 30 years,Education: lower,1503. Spices,,,,,,,,,
13288,Male,19 to 30 years,Education: lower,1503. Spices,,,,,,,,,
13289,Female,19 to 30 years,Education: lower,1503. Spices,,,,,,,,,
13290,Total male and female,31 to 50 years,Education: lower,1503. Spices,,,,,,,,,
13291,Male,31 to 50 years,Education: lower,1503. Spices,,,,,,,,,
13292,Female,31 to 50 years,Education: lower,1503. Spices,,,,,,,,,
13293,Total male and female,51 to 70 years,Education: lower,1503. Spices,,,,,,,,,
13294,Male,51 to 70 years,Education: lower,1503. Spices,,,,,,,,,
13295,Female,51 to 70 years,Education: lower,1503. Spices,,,,,,,,,
13296,Total male and female,71 to 79 years,Education: lower,1503. Spices,,,,,,,,,
13297,Male,71 to 79 years,Education: lower,1503. Spices,,,,,,,,,
13298,Female,71 to 79 years,Education: lower,1503. Spices,,,,,,,,,
13299,Total male and female,1 to 79 years,Education: intermediate,1503. Spices,,,,,,,,,
13300,Male,1 to 79 years,Education: intermediate,1503. Spices,,,,,,,,,
13301,Female,1 to 79 years,Education: intermediate,1503. Spices,,,,,,,,,
13302,Total male and female,1 to 18 years,Education: intermediate,1503. Spices,0.0,0.0,0.0,0.0,0.1,0.7,0.1,1.0,1.0
13303,Male,1 to 18 years,Education: intermediate,1503. Spices,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1
13304,Female,1 to 18 years,Education: intermediate,1503. Spices,0.0,0.0,0.0,0.0,0.1,1.0,1.0,1.0,1.0
13305,Total male and female,19 to 79 years,Education: intermediate,1503. Spices,0.0,0.0,0.0,0.0,0.3,8.0,4.2,8.0,12.0
13306,Male,19 to 79 years,Education: intermediate,1503. Spices,0.0,0.0,0.0,0.0,0.5,8.0,4.2,8.0,12.0
13307,Female,19 to 79 years,Education: intermediate,1503. Spices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13308,Total male and female,1 to 3 years,Education: intermediate,1503. Spices,,,,,,,,,
13309,Male,1 to 3 years,Education: intermediate,1503. Spices,,,,,,,,,
13310,Female,1 to 3 years,Education: intermediate,1503. Spices,,,,,,,,,
13311,Total male and female,4 to 8 years,Education: intermediate,1503. Spices,,,,,,,,,
13312,Male,4 to 8 years,Education: intermediate,1503. Spices,,,,,,,,,
13313,Female,4 to 8 years,Education: intermediate,1503. Spices,,,,,,,,,
13314,Total male and female,9 to 13 years,Education: intermediate,1503. Spices,,,,,,,,,
13315,Male,9 to 13 years,Education: intermediate,1503. Spices,,,,,,,,,
13316,Female,9 to 13 years,Education: intermediate,1503. Spices,,,,,,,,,
13317,Total male and female,14 to 18 years,Education: intermediate,1503. Spices,,,,,,,,,
13318,Male,14 to 18 years,Education: intermediate,1503. Spices,,,,,,,,,
13319,Female,14 to 18 years,Education: intermediate,1503. Spices,,,,,,,,,
13320,Total male and female,19 to 30 years,Education: intermediate,1503. Spices,,,,,,,,,
13321,Male,19 to 30 years,Education: intermediate,1503. Spices,,,,,,,,,
13322,Female,19 to 30 years,Education: intermediate,1503. Spices,,,,,,,,,
13323,Total male and female,31 to 50 years,Education: intermediate,1503. Spices,,,,,,,,,
13324,Male,31 to 50 years,Education: intermediate,1503. Spices,,,,,,,,,
13325,Female,31 to 50 years,Education: intermediate,1503. Spices,,,,,,,,,
13326,Total male and female,51 to 70 years,Education: intermediate,1503. Spices,,,,,,,,,
13327,Male,51 to 70 years,Education: intermediate,1503. Spices,,,,,,,,,
13328,Female,51 to 70 years,Education: intermediate,1503. Spices,,,,,,,,,
13329,Total male and female,71 to 79 years,Education: intermediate,1503. Spices,,,,,,,,,
13330,Male,71 to 79 years,Education: intermediate,1503. Spices,,,,,,,,,
13331,Female,71 to 79 years,Education: intermediate,1503. Spices,,,,,,,,,
13332,Total male and female,1 to 79 years,Education: higher,1503. Spices,,,,,,,,,
13333,Male,1 to 79 years,Education: higher,1503. Spices,,,,,,,,,
13334,Female,1 to 79 years,Education: higher,1503. Spices,,,,,,,,,
13335,Total male and female,1 to 18 years,Education: higher,1503. Spices,0.0,0.0,0.0,0.0,0.2,1.5,0.1,0.4,3.3
13336,Male,1 to 18 years,Education: higher,1503. Spices,0.0,0.0,0.0,0.0,0.2,0.3,0.3,0.3,0.4
13337,Female,1 to 18 years,Education: higher,1503. Spices,0.0,0.0,0.0,0.0,0.2,2.7,0.1,3.3,3.3
13338,Total male and female,19 to 79 years,Education: higher,1503. Spices,0.0,0.0,0.0,0.0,1.4,3.6,0.6,3.1,8.0
13339,Male,19 to 79 years,Education: higher,1503. Spices,0.1,0.0,0.0,0.0,1.7,3.8,0.6,4.0,8.0
13340,Female,19 to 79 years,Education: higher,1503. Spices,0.0,0.0,0.0,0.0,1.0,3.1,1.3,2.7,5.1
13341,Total male and female,1 to 3 years,Education: higher,1503. Spices,,,,,,,,,
13342,Male,1 to 3 years,Education: higher,1503. Spices,,,,,,,,,
13343,Female,1 to 3 years,Education: higher,1503. Spices,,,,,,,,,
13344,Total male and female,4 to 8 years,Education: higher,1503. Spices,,,,,,,,,
13345,Male,4 to 8 years,Education: higher,1503. Spices,,,,,,,,,
13346,Female,4 to 8 years,Education: higher,1503. Spices,,,,,,,,,
13347,Total male and female,9 to 13 years,Education: higher,1503. Spices,,,,,,,,,
13348,Male,9 to 13 years,Education: higher,1503. Spices,,,,,,,,,
13349,Female,9 to 13 years,Education: higher,1503. Spices,,,,,,,,,
13350,Total male and female,14 to 18 years,Education: higher,1503. Spices,,,,,,,,,
13351,Male,14 to 18 years,Education: higher,1503. Spices,,,,,,,,,
13352,Female,14 to 18 years,Education: higher,1503. Spices,,,,,,,,,
13353,Total male and female,19 to 30 years,Education: higher,1503. Spices,,,,,,,,,
13354,Male,19 to 30 years,Education: higher,1503. Spices,,,,,,,,,
13355,Female,19 to 30 years,Education: higher,1503. Spices,,,,,,,,,
13356,Total male and female,31 to 50 years,Education: higher,1503. Spices,,,,,,,,,
13357,Male,31 to 50 years,Education: higher,1503. Spices,,,,,,,,,
13358,Female,31 to 50 years,Education: higher,1503. Spices,,,,,,,,,
13359,Total male and female,51 to 70 years,Education: higher,1503. Spices,,,,,,,,,
13360,Male,51 to 70 years,Education: higher,1503. Spices,,,,,,,,,
13361,Female,51 to 70 years,Education: higher,1503. Spices,,,,,,,,,
13362,Total male and female,71 to 79 years,Education: higher,1503. Spices,,,,,,,,,
13363,Male,71 to 79 years,Education: higher,1503. Spices,,,,,,,,,
13364,Female,71 to 79 years,Education: higher,1503. Spices,,,,,,,,,
13365,Total male and female,1 to 79 years,Education: lower,1504. Condiments,,,,,,,,,
13366,Male,1 to 79 years,Education: lower,1504. Condiments,,,,,,,,,
13367,Female,1 to 79 years,Education: lower,1504. Condiments,,,,,,,,,
13368,Total male and female,1 to 18 years,Education: lower,1504. Condiments,1.2,0.0,0.0,6.0,14.0,8.6,0.5,4.8,33.4
13369,Male,1 to 18 years,Education: lower,1504. Condiments,1.3,0.0,0.0,4.8,13.1,10.1,0.7,3.1,43.2
13370,Female,1 to 18 years,Education: lower,1504. Condiments,1.0,0.0,0.0,7.9,14.9,7.1,0.2,5.0,18.1
13371,Total male and female,19 to 79 years,Education: lower,1504. Condiments,2.3,0.0,0.0,12.6,20.7,11.1,0.7,6.6,38.0
13372,Male,19 to 79 years,Education: lower,1504. Condiments,2.6,0.0,0.0,15.1,20.4,13.1,0.9,8.2,41.1
13373,Female,19 to 79 years,Education: lower,1504. Condiments,2.0,0.0,0.0,11.0,21.0,9.6,0.7,5.8,30.3
13374,Total male and female,1 to 3 years,Education: lower,1504. Condiments,,,,,,,,,
13375,Male,1 to 3 years,Education: lower,1504. Condiments,,,,,,,,,
13376,Female,1 to 3 years,Education: lower,1504. Condiments,,,,,,,,,
13377,Total male and female,4 to 8 years,Education: lower,1504. Condiments,,,,,,,,,
13378,Male,4 to 8 years,Education: lower,1504. Condiments,,,,,,,,,
13379,Female,4 to 8 years,Education: lower,1504. Condiments,,,,,,,,,
13380,Total male and female,9 to 13 years,Education: lower,1504. Condiments,,,,,,,,,
13381,Male,9 to 13 years,Education: lower,1504. Condiments,,,,,,,,,
13382,Female,9 to 13 years,Education: lower,1504. Condiments,,,,,,,,,
13383,Total male and female,14 to 18 years,Education: lower,1504. Condiments,,,,,,,,,
13384,Male,14 to 18 years,Education: lower,1504. Condiments,,,,,,,,,
13385,Female,14 to 18 years,Education: lower,1504. Condiments,,,,,,,,,
13386,Total male and female,19 to 30 years,Education: lower,1504. Condiments,,,,,,,,,
13387,Male,19 to 30 years,Education: lower,1504. Condiments,,,,,,,,,
13388,Female,19 to 30 years,Education: lower,1504. Condiments,,,,,,,,,
13389,Total male and female,31 to 50 years,Education: lower,1504. Condiments,,,,,,,,,
13390,Male,31 to 50 years,Education: lower,1504. Condiments,,,,,,,,,
13391,Female,31 to 50 years,Education: lower,1504. Condiments,,,,,,,,,
13392,Total male and female,51 to 70 years,Education: lower,1504. Condiments,,,,,,,,,
13393,Male,51 to 70 years,Education: lower,1504. Condiments,,,,,,,,,
13394,Female,51 to 70 years,Education: lower,1504. Condiments,,,,,,,,,
13395,Total male and female,71 to 79 years,Education: lower,1504. Condiments,,,,,,,,,
13396,Male,71 to 79 years,Education: lower,1504. Condiments,,,,,,,,,
13397,Female,71 to 79 years,Education: lower,1504. Condiments,,,,,,,,,
13398,Total male and female,1 to 79 years,Education: intermediate,1504. Condiments,,,,,,,,,
13399,Male,1 to 79 years,Education: intermediate,1504. Condiments,,,,,,,,,
13400,Female,1 to 79 years,Education: intermediate,1504. Condiments,,,,,,,,,
13401,Total male and female,1 to 18 years,Education: intermediate,1504. Condiments,0.9,0.0,0.0,5.2,15.9,5.8,0.4,3.9,20.0
13402,Male,1 to 18 years,Education: intermediate,1504. Condiments,1.2,0.0,0.0,7.4,18.5,6.6,0.4,4.5,23.5
13403,Female,1 to 18 years,Education: intermediate,1504. Condiments,0.6,0.0,0.0,3.9,13.2,4.6,0.5,3.7,11.6
13404,Total male and female,19 to 79 years,Education: intermediate,1504. Condiments,2.6,0.0,0.0,13.0,24.9,10.2,0.8,7.5,31.4
13405,Male,19 to 79 years,Education: intermediate,1504. Condiments,3.0,0.0,0.0,14.3,27.8,10.7,0.8,8.0,29.1
13406,Female,19 to 79 years,Education: intermediate,1504. Condiments,2.2,0.0,0.0,10.5,21.8,9.7,0.8,6.2,31.4
13407,Total male and female,1 to 3 years,Education: intermediate,1504. Condiments,,,,,,,,,
13408,Male,1 to 3 years,Education: intermediate,1504. Condiments,,,,,,,,,
13409,Female,1 to 3 years,Education: intermediate,1504. Condiments,,,,,,,,,
13410,Total male and female,4 to 8 years,Education: intermediate,1504. Condiments,,,,,,,,,
13411,Male,4 to 8 years,Education: intermediate,1504. Condiments,,,,,,,,,
13412,Female,4 to 8 years,Education: intermediate,1504. Condiments,,,,,,,,,
13413,Total male and female,9 to 13 years,Education: intermediate,1504. Condiments,,,,,,,,,
13414,Male,9 to 13 years,Education: intermediate,1504. Condiments,,,,,,,,,
13415,Female,9 to 13 years,Education: intermediate,1504. Condiments,,,,,,,,,
13416,Total male and female,14 to 18 years,Education: intermediate,1504. Condiments,,,,,,,,,
13417,Male,14 to 18 years,Education: intermediate,1504. Condiments,,,,,,,,,
13418,Female,14 to 18 years,Education: intermediate,1504. Condiments,,,,,,,,,
13419,Total male and female,19 to 30 years,Education: intermediate,1504. Condiments,,,,,,,,,
13420,Male,19 to 30 years,Education: intermediate,1504. Condiments,,,,,,,,,
13421,Female,19 to 30 years,Education: intermediate,1504. Condiments,,,,,,,,,
13422,Total male and female,31 to 50 years,Education: intermediate,1504. Condiments,,,,,,,,,
13423,Male,31 to 50 years,Education: intermediate,1504. Condiments,,,,,,,,,
13424,Female,31 to 50 years,Education: intermediate,1504. Condiments,,,,,,,,,
13425,Total male and female,51 to 70 years,Education: intermediate,1504. Condiments,,,,,,,,,
13426,Male,51 to 70 years,Education: intermediate,1504. Condiments,,,,,,,,,
13427,Female,51 to 70 years,Education: intermediate,1504. Condiments,,,,,,,,,
13428,Total male and female,71 to 79 years,Education: intermediate,1504. Condiments,,,,,,,,,
13429,Male,71 to 79 years,Education: intermediate,1504. Condiments,,,,,,,,,
13430,Female,71 to 79 years,Education: intermediate,1504. Condiments,,,,,,,,,
13431,Total male and female,1 to 79 years,Education: higher,1504. Condiments,,,,,,,,,
13432,Male,1 to 79 years,Education: higher,1504. Condiments,,,,,,,,,
13433,Female,1 to 79 years,Education: higher,1504. Condiments,,,,,,,,,
13434,Total male and female,1 to 18 years,Education: higher,1504. Condiments,0.9,0.0,0.0,5.0,15.3,6.2,0.6,4.2,20.0
13435,Male,1 to 18 years,Education: higher,1504. Condiments,1.1,0.0,0.0,5.9,15.7,7.0,0.6,4.2,24.3
13436,Female,1 to 18 years,Education: higher,1504. Condiments,0.8,0.0,0.0,4.7,14.9,5.3,0.4,3.9,16.1
13437,Total male and female,19 to 79 years,Education: higher,1504. Condiments,2.8,0.0,0.0,13.6,26.1,10.8,0.9,7.3,33.3
13438,Male,19 to 79 years,Education: higher,1504. Condiments,3.3,0.0,0.0,16.3,26.7,12.7,0.9,8.4,45.0
13439,Female,19 to 79 years,Education: higher,1504. Condiments,2.3,0.0,0.0,10.7,25.4,8.8,0.8,6.2,29.0
13440,Total male and female,1 to 3 years,Education: higher,1504. Condiments,,,,,,,,,
13441,Male,1 to 3 years,Education: higher,1504. Condiments,,,,,,,,,
13442,Female,1 to 3 years,Education: higher,1504. Condiments,,,,,,,,,
13443,Total male and female,4 to 8 years,Education: higher,1504. Condiments,,,,,,,,,
13444,Male,4 to 8 years,Education: higher,1504. Condiments,,,,,,,,,
13445,Female,4 to 8 years,Education: higher,1504. Condiments,,,,,,,,,
13446,Total male and female,9 to 13 years,Education: higher,1504. Condiments,,,,,,,,,
13447,Male,9 to 13 years,Education: higher,1504. Condiments,,,,,,,,,
13448,Female,9 to 13 years,Education: higher,1504. Condiments,,,,,,,,,
13449,Total male and female,14 to 18 years,Education: higher,1504. Condiments,,,,,,,,,
13450,Male,14 to 18 years,Education: higher,1504. Condiments,,,,,,,,,
13451,Female,14 to 18 years,Education: higher,1504. Condiments,,,,,,,,,
13452,Total male and female,19 to 30 years,Education: higher,1504. Condiments,,,,,,,,,
13453,Male,19 to 30 years,Education: higher,1504. Condiments,,,,,,,,,
13454,Female,19 to 30 years,Education: higher,1504. Condiments,,,,,,,,,
13455,Total male and female,31 to 50 years,Education: higher,1504. Condiments,,,,,,,,,
13456,Male,31 to 50 years,Education: higher,1504. Condiments,,,,,,,,,
13457,Female,31 to 50 years,Education: higher,1504. Condiments,,,,,,,,,
13458,Total male and female,51 to 70 years,Education: higher,1504. Condiments,,,,,,,,,
13459,Male,51 to 70 years,Education: higher,1504. Condiments,,,,,,,,,
13460,Female,51 to 70 years,Education: higher,1504. Condiments,,,,,,,,,
13461,Total male and female,71 to 79 years,Education: higher,1504. Condiments,,,,,,,,,
13462,Male,71 to 79 years,Education: higher,1504. Condiments,,,,,,,,,
13463,Female,71 to 79 years,Education: higher,1504. Condiments,,,,,,,,,
13464,Total male and female,1 to 79 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13465,Male,1 to 79 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13466,Female,1 to 79 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13467,Total male and female,1 to 18 years,Education: lower,150400. Unclass. and combined condiments,1.2,0.0,0.0,6.0,13.8,8.7,0.5,4.8,33.4
13468,Male,1 to 18 years,Education: lower,150400. Unclass. and combined condiments,1.3,0.0,0.0,4.8,13.1,10.1,0.7,3.1,43.2
13469,Female,1 to 18 years,Education: lower,150400. Unclass. and combined condiments,1.0,0.0,0.0,7.9,14.5,7.3,0.2,5.1,18.1
13470,Total male and female,19 to 79 years,Education: lower,150400. Unclass. and combined condiments,1.9,0.0,0.0,11.2,17.9,11.1,0.7,6.1,36.2
13471,Male,19 to 79 years,Education: lower,150400. Unclass. and combined condiments,2.5,0.0,0.0,15.0,18.3,14.0,0.9,9.5,41.1
13472,Female,19 to 79 years,Education: lower,150400. Unclass. and combined condiments,1.5,0.0,0.0,9.3,17.6,8.5,0.6,5.2,27.8
13473,Total male and female,1 to 3 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13474,Male,1 to 3 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13475,Female,1 to 3 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13476,Total male and female,4 to 8 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13477,Male,4 to 8 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13478,Female,4 to 8 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13479,Total male and female,9 to 13 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13480,Male,9 to 13 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13481,Female,9 to 13 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13482,Total male and female,14 to 18 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13483,Male,14 to 18 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13484,Female,14 to 18 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13485,Total male and female,19 to 30 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13486,Male,19 to 30 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13487,Female,19 to 30 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13488,Total male and female,31 to 50 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13489,Male,31 to 50 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13490,Female,31 to 50 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13491,Total male and female,51 to 70 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13492,Male,51 to 70 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13493,Female,51 to 70 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13494,Total male and female,71 to 79 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13495,Male,71 to 79 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13496,Female,71 to 79 years,Education: lower,150400. Unclass. and combined condiments,,,,,,,,,
13497,Total male and female,1 to 79 years,Education: intermediate,150400. Unclass. and combined condiments,,,,,,,,,
13498,Male,1 to 79 years,Education: intermediate,150400. Unclass. and combined condiments,,,,,,,,,
13499,Female,1 to 79 years,Education: intermediate,150400. Unclass. and combined condiments,,,,,,,,,
13500,Total male and female,1 to 18 years,Education: intermediate,150400. Unclass. and combined condiments,0.9,0.0,0.0,5.0,15.2,5.7,0.4,4.0,19.3
